id,title,url,author,status,created_at,updated_at,published_at,featured,tags,post_access,email_recipients,newsletter_name,sends,opens,clicks,signups,paid_conversions,feedback_more_like_this,feedback_less_like_this
65b7e82bd6cb9c81cd8983e3,Flight Kneeboard Notes,https://marcusgoll.com/flight-notes/,Marcus Gollahon,published and emailed,2024-01-29T18:02:19.000Z,2024-02-07T16:27:52.000Z,2024-01-29T18:12:52.000Z,false,Flight Forms,Public,All subscribers,Classroom to Cockpit - Marcus Gollahon,181,104,14,1,0,0,0
656e1b7e9440f65e3b79e955,A Special Thanks to My Fellow Aviators - Exclusive Offer Inside 🛩️,https://marcusgoll.com/a-special-thanks-to-my-fellow-aviators-exclusive-offer-inside/,Marcus Gollahon,published and emailed,2023-12-04T18:33:34.000Z,2023-12-04T20:44:07.000Z,2023-12-04T18:42:47.000Z,false,"#blog, #newsletter",Public,All subscribers,Classroom to Cockpit - Marcus Gollahon,181,104,8,0,0,0,0
655907fa3b58a75d6b9d3e5a,Uninvited Guests in the Sky: The Rising Challenge of Drone Incursions at Major Sporting Events,https://marcusgoll.com/uninvited-guests-in-the-sky-the-rising-challenge-of-drone-incursions-at-major-sporting-events/,Marcus Gollahon,published and emailed,2023-11-18T18:52:42.000Z,2023-11-18T19:40:39.000Z,2023-11-18T19:40:39.000Z,false,"#blog, #newsletter",Public,All subscribers,Classroom to Cockpit - Marcus Gollahon,184,90,6,0,0,0,0
654ff23c7d4f6f160d56b914,Navigating the Skies of Mental Health: The Next Frontier for Flight Instructors,https://marcusgoll.com/navigating-the-skies-of-mental-health-the-next-frontier-for-flight-instructors/,Marcus Gollahon,published only,2023-11-11T21:29:32.000Z,2023-11-11T21:32:58.000Z,2023-11-11T21:32:58.000Z,false,#blog,Public,,,,,,0,0,,
653bdc5529fa9d61811969cc,The Unspoken Key to Mastering Landings 🛬,https://marcusgoll.com/the-unspoken-key-to-mastering-landings/,Marcus Gollahon,published and emailed,2023-10-27T15:50:45.000Z,2023-11-03T19:02:04.000Z,2023-11-03T19:02:04.000Z,false,#blog,Public,Free subscribers,Classroom to Cockpit - Marcus Gollahon,180,67,8,0,0,0,0
64f5d21f1fe8857aaf34d1a7,Let's Talk Mistakes: Why Your Worst Landing Can Be Your Best Lesson 🛬,https://marcusgoll.com/challenges-and-learnings-from-the-past-3-months/,Marcus Gollahon,published and emailed,2023-08-21T18:05:18.000Z,2023-10-27T15:00:54.000Z,2023-10-27T15:00:54.000Z,false,"#newsletter, #blog",Members-only,All subscribers,Classroom to Cockpit - Marcus Gollahon,183,110,8,0,0,0,0
653b25c829fa9d6181195e72,National Airspace System Quick Study Guide,https://marcusgoll.com/national-airspace-system-quick-study-guide/,Marcus Gollahon,published only,2023-10-27T02:51:52.000Z,2023-10-27T03:16:22.000Z,2023-10-27T03:16:22.000Z,false,Study Guides,Public,,,,,,1,0,,
652ec26bd96e2d057d1c8f07,Unpublished Holds Worksheet: Your Essential Guide for Mastering Hold Entries,https://marcusgoll.com/unpublished-holds-worksheet-your-essential-guide-for-mastering-hold-entries/,Marcus Gollahon,published only,2023-10-17T17:20:43.000Z,2023-10-17T17:25:06.000Z,2023-10-17T17:24:55.000Z,false,"CFI Lesson Plans, Flight Forms, Study Guides",Public,,,,,,2,0,,
652ec120d96e2d057d1c8eea,Simplify Your Flight Training with the Logbook Endorsements Quick Reference Guide,https://marcusgoll.com/simplify-your-flight-training-with-the-logbook-endorsements-quick-reference-guide/,Marcus Gollahon,published only,2023-10-17T17:15:12.000Z,2023-10-17T17:20:22.000Z,2023-10-17T17:20:22.000Z,false,"CFI Lesson Plans, Advisory Circulars",Public,,,,,,4,0,,
652ec056d96e2d057d1c8edd,Master Your CFI-A Checkride with Our Required and Special Emphasis Areas Guide,https://marcusgoll.com/master-your-cfi-a-checkride-with-our-required-and-special-emphasis-areas-guide/,Marcus Gollahon,published only,2023-10-17T17:11:50.000Z,2023-10-17T17:17:49.000Z,2023-10-17T17:14:19.000Z,false,CFI Lesson Plans,Public,,,,,,1,0,,
652ebf75d96e2d057d1c8ece,"Ace Your Test with the Commercial Maneuvers Quick Reference: ASEL Altitudes, Airspeeds, and Tolerances",https://marcusgoll.com/ace-your-test-with-the-commercial-maneuvers-quick-reference-asel-altitudes-airspeeds-and-tolerances/,Marcus Gollahon,published only,2023-10-17T17:08:05.000Z,2023-10-17T17:18:09.000Z,2023-10-17T17:10:19.000Z,false,"Checklists, Study Guides",Public,,,,,,1,0,,
652ebc57d96e2d057d1c8eba,Essential Commercial Pilot Logbook Checklist: A Quick Guide to 61.129,https://marcusgoll.com/essential-commercial-pilot-logbook-checklist-a-quick-guide-to-61-129/,Marcus Gollahon,published only,2023-10-17T16:54:47.000Z,2023-10-17T17:06:24.000Z,2023-10-17T17:06:24.000Z,false,"Checklists, Flight Forms, Study Guides",Public,,,,,,1,0,,
652eb95fd96e2d057d1c8ea9,Your Go-To Private Pilot Checkride Checklist: A Quick Guide to 61.109,https://marcusgoll.com/private-pilot-logbook-checklist/,Marcus Gollahon,published only,2023-10-17T16:42:07.000Z,2023-10-17T17:18:37.000Z,2023-10-17T16:53:35.000Z,false,"Checklists, Study Guides, Flight Forms",Public,,,,,,1,0,,
652d5972d96e2d057d1c8e85,Simplify Your Aircraft Rental Experience with My Customizable Template,https://marcusgoll.com/simplify-your-aircraft-rental-experience-with-my-customizable-template/,Marcus Gollahon,published only,2023-10-16T15:40:34.000Z,2023-10-27T03:26:22.000Z,2023-10-16T15:57:23.000Z,false,"Flight Forms, Flight School",Public,,,,,,0,0,,
65244c5b3cf77b15d3514ae9,TOLD (Takeoff and Landing Distance) Card - Word Doc,https://marcusgoll.com/told-takeoff-and-landing-distance-card/,Marcus Gollahon,published and emailed,2023-10-09T18:54:19.000Z,2023-10-26T17:26:45.000Z,2023-10-09T21:19:23.000Z,false,"Flight Forms, Freebies",Public,All subscribers,Classroom to Cockpit - Marcus Gollahon,17,8,2,0,0,0,0
650b1abd0a27f176129ecdf2,Private and Commercial Maneuvers Guide for Cessna 172N: The Ultimate Guide,https://marcusgoll.com/maneuvers-guide-172n/,Marcus Gollahon,published and emailed,2023-09-20T16:15:57.000Z,2023-10-26T17:27:19.000Z,2023-09-21T17:42:52.000Z,false,"Checklists, Study Guides",Public,All subscribers,Classroom to Cockpit - Marcus Gollahon,10,3,0,0,0,0,0
650507f40a27f176129ecc3d,Chat GPT Text Background Remover,https://marcusgoll.com/chat-gpt-text-background-remover/,Marcus Gollahon,published only,2023-09-16T01:42:12.000Z,2023-09-16T01:44:31.000Z,2023-09-16T01:44:31.000Z,false,"Extensions, Web Tools",Public,,,,,,1,0,,
6504e7aa0a27f176129ecbc0,FOI - Human Behavior & Effective Communication Summary,https://marcusgoll.com/foi-human-behavior-effective-communication-summary/,Marcus Gollahon,published only,2023-09-15T23:24:26.000Z,2023-10-27T03:26:32.000Z,2023-09-15T23:49:00.000Z,false,"CFI Lesson Plans, Study Guides",Members-only,,,,,,2,0,,
6504e3c80a27f176129ecb77,FOI - Assessment & Critique Summary,https://marcusgoll.com/foi-assessment-critique-summary/,Marcus Gollahon,published only,2023-09-15T23:07:52.000Z,2023-10-27T03:27:09.000Z,2023-09-15T23:19:09.000Z,false,"Study Guides, CFI Lesson Plans",Members-only,,,,,,1,0,,
6504e1f70a27f176129ecb62,Simplify Your XC Flights with My Step-by-Step Cross Country Planning Form,https://marcusgoll.com/cross-country-planning-form/,Marcus Gollahon,published only,2023-09-15T23:00:07.000Z,2023-10-26T17:28:04.000Z,2023-09-15T23:01:45.000Z,false,"Flight Forms, Freebies",Public,,,,,,1,0,,
6504de210a27f176129ecb39,Elevate Your Safety Game with My Personal Minimums Checklist,https://marcusgoll.com/elevate-your-safety-game-with-my-personal-minimums-checklist/,Marcus Gollahon,published only,2023-09-15T22:43:45.000Z,2023-10-26T17:28:14.000Z,2023-09-15T22:44:50.000Z,false,"Freebies, Study Guides",Public,,,,,,0,0,,
6504d7070a27f176129ecb1b,Mastering the 6-Pack: A Comprehensive Guide to Basic Flight Instruments,https://marcusgoll.com/instruments-study-guide/,Marcus Gollahon,published only,2023-09-15T22:13:27.000Z,2023-09-15T22:49:02.000Z,2023-09-15T22:20:22.000Z,false,"Study Guides, Freebies",Public,,,,,,0,0,,
6504d5c80a27f176129ecb0d,A Sky Full of Wisdom: Your Ultimate Guide to Cloud Types,https://marcusgoll.com/cloud-type-study-guide/,Marcus Gollahon,published only,2023-09-15T22:08:08.000Z,2023-09-15T22:49:20.000Z,2023-09-15T22:10:50.000Z,false,"Freebies, Study Guides",Public,,,,,,0,0,,
64ffa0790a27f176129ecae9,Become Your Own Meteorologist: The Ultimate Weather Study Guide Awaits You,https://marcusgoll.com/weather-study-guide/,Marcus Gollahon,published only,2023-09-11T23:19:21.000Z,2023-09-15T22:49:32.000Z,2023-09-15T22:01:58.000Z,false,"Study Guides, Freebies",Public,,,,,,1,0,,
64ff9e510a27f176129ecad9,Ace Your Commercial Stage Check with My Knowledge Assessment Form,https://marcusgoll.com/commercial-stage-check-knowledge-assessment/,Marcus Gollahon,published only,2023-09-11T23:10:09.000Z,2023-09-15T22:56:55.000Z,2023-09-11T23:11:14.000Z,false,"Freebies, Study Guides, Flight Forms",Public,,,,,,0,0,,
64ff976d0a27f176129ecab8,Conquer Your Private Pilot Stage Check with My Custom Knowledge Assessment Form,https://marcusgoll.com/private-pilot-stage-check-knowledge-asses/,Marcus Gollahon,published only,2023-09-11T22:40:45.000Z,2023-09-15T22:57:08.000Z,2023-09-11T22:50:00.000Z,false,"Study Guides, Freebies, Flight Forms",Public,,,,,,2,0,,
64f5d21f1fe8857aaf34d1ae,Advisory Circular 61-65H: Certification Guidelines for Pilots and Instructors,https://marcusgoll.com/61-65h/,Marcus Gollahon,published only,2023-09-04T03:22:35.000Z,2023-09-04T03:27:32.000Z,2023-09-04T03:27:32.000Z,false,"Advisory Circulars, #Import 2023-09-04 12:48",Public,,,,,,0,0,,
64f5d21f1fe8857aaf34d1ad,Advisory Circular 60-22: Navigating Aeronautical Decision Making,https://marcusgoll.com/advisory-circular-60-22-navigating-aeronautical-decision-making/,Marcus Gollahon,published only,2023-09-04T03:20:35.000Z,2023-09-04T03:21:32.000Z,2023-09-04T03:21:32.000Z,false,"Advisory Circulars, #Import 2023-09-04 12:48",Public,,,,,,0,0,,
64f5d21f1fe8857aaf34d1ac,AC 43-9C: Maintenance Records—The Essentials 🛠️✈️,https://marcusgoll.com/ac-43-9c/,Marcus Gollahon,published only,2023-09-04T03:09:02.000Z,2023-09-04T03:10:33.000Z,2023-09-04T03:10:33.000Z,false,"Advisory Circulars, #Import 2023-09-04 12:48",Public,,,,,,0,0,,
64f5d21f1fe8857aaf34d1ab,AC 00-45H: Aviation Weather Services—The Quick Rundown 🌦️✈️,https://marcusgoll.com/ac-00-45h/,Marcus Gollahon,published only,2023-09-03T23:41:16.000Z,2023-09-03T23:45:12.000Z,2023-09-03T23:45:12.000Z,false,"Advisory Circulars, #Import 2023-09-04 12:48",Public,,,,,,0,0,,
64f5d21f1fe8857aaf34d1a9,"Aerodynamics: Lift, Drag, and Wing Planform Quickstudy Guide",https://marcusgoll.com/aerodynamics-lift-drag-and-wing-planform-quickstudy-guide/,Marcus Gollahon,published only,2023-08-22T22:37:37.000Z,2023-10-27T03:28:14.000Z,2023-08-23T02:17:56.000Z,false,"Study Guides, #Import 2023-09-04 12:48",Public,,,,,,2,0,,
64f5d21f1fe8857aaf34d1a8,Weather Theory Quickstudy Guide,https://marcusgoll.com/weather-theory-quickstudy-guide/,Marcus Gollahon,published only,2023-08-22T21:46:36.000Z,2023-10-27T03:28:22.000Z,2023-08-22T22:19:45.000Z,false,"Study Guides, #Import 2023-09-04 12:48",Public,,,,,,0,0,,
